UserID,ItemID,Timestamp
174831,1961831,1511660087
931566,4746298,1512297034
852822,1122777,1512280167
405064,2280903,1512006567
607439,686589,1512187953
695937,3599708,1512065705
806083,2944422,1512028353
524831,3034688,1511848296
703883,2529886,1511882715
750205,4541636,1511667901
718578,1861951,1511796005
681309,1169208,1512273051
180190,3293304,1512311154
452961,4210587,1511703658
838893,221668,1512051240
457464,300106,1512041264
913090,2508148,1511586254
321460,2015007,1511767235
437989,641338,1512181541
365450,3740433,1511621910
628463,4886285,1512139528
417484,1601987,1511959821
159377,3861249,1512167551
265270,2589867,1511754338
656196,301044,1511661617
837071,763532,1512103457
462527,1954907,1512025230
821155,2082965,1511958090
763257,1528016,1511565099
473971,4646787,1511895416
769987,745641,1512215327
414755,3499504,1512301374
80394,3582111,1512034119
500779,2309651,1511707343
993724,1397159,1511829160
179646,3511593,1511768380
243839,2615613,1511580884
1012619,629366,1511592575
792684,2782189,1512209071
643006,1731413,1511776132
171616,2876981,1511609856
342578,680802,1511943636
293624,1193514,1512115325
766714,3395510,1511627954
958713,3439848,1512020665
346964,2685636,1511680447
361407,733483,1512106814
517516,4856137,1511858623
764087,1691151,1511929853
635948,441278,1512180963
300594,5019853,1511831237
296397,1103116,1512112785
64365,1790667,1512041816
713116,2401750,1511618137
62151,831592,1511621613
349567,3533500,1511606008
658648,1102487,1511787288
844544,3951119,1511954918
564,973198,1511600293
625922,4842093,1512027060
424165,3418322,1511935218
138029,149826,1512304154
511974,1781900,1511951071
817893,3628244,1512099285
745097,2941095,1512007027
8337,2606582,1511935563
619401,767694,1512282253
119192,3256308,1512133819
20458,3499504,1511674095
238994,3721742,1511794116
189555,771449,1512014074
334724,2276385,1512040352
695177,4632976,1512043850
778876,150614,1512300960
291567,1767452,1511849471
160577,4315432,1511617794
1526,4783049,1511590721
845469,3891944,1512194948
400591,3612550,1511767504
717039,1731625,1511878705
617577,1162859,1511850705
493091,2478298,1512098092
130503,817028,1512209330
202893,2579126,1511802162
399162,1422782,1512286397
983778,4916640,1512208507
787094,2880407,1512305279
480250,3809512,1512115216
661543,1866919,1512119438
813192,3424461,1511869608
544656,2936543,1511681006
12831,2031402,1512050087
49072,568110,1512193774
574976,3571066,1511940862
1016560,1866283,1512091942
35106,438321,1512044925
750358,4712776,1511677017
59421,2442281,1512023273
482851,1883778,1512224281
909036,213731,1511668063
903408,3817134,1511608136
652485,3749765,1511957991
582098,1036994,1511808530
464235,4513586,1511607931
935131,1658548,1512134454
839594,496980,1512300810
282120,4193331,1512303153
398565,4502397,1512115866
511906,1211468,1512031173
739510,4390809,1511854853
361997,3136273,1511965206
785978,2294070,1512021062
671287,2911117,1511703096
234271,1814394,1512116486
485289,413059,1511688261
1000209,4893461,1511839973
986177,4942080,1511796484
104543,3630835,1511651694
889979,2610418,1512094174
160166,5111041,1511857414
212192,4698586,1512022090
203008,425411,1511755753
1010821,3186398,1512100078
978560,2413652,1511944950
20814,1190783,1511888749
79011,1772816,1511705978
844537,1758188,1512083792
74625,1833492,1511603357
514274,4568476,1512290505
341030,2934606,1512207425
514358,4352108,1512287396
360503,3796445,1512004138
670474,4260261,1511852770
235954,2587893,1511673743
810869,3847746,1511836344
54007,4299571,1512105876
985520,2576537,1511680796
482889,1609847,1511672505
221277,2086491,1511789834
815917,3234761,1511710548
352978,896106,1511581309
594879,3392383,1511579929
241000,4619479,1512188375
454028,2364784,1512088757
684442,4961999,1512136859
939909,3984644,1511767806
745398,4890721,1512316741
393373,3023185,1512204879
174632,343692,1511736247
740763,2335902,1511698611
14545,3266605,1511962357
54817,2392370,1511747181
508766,4377100,1512299626
243040,3530385,1512183968
283783,2926278,1512178142
60046,4858529,1512306453
687552,959587,1511586392
670915,2455994,1512110744
284771,3242045,1511623758
626055,2288433,1511964372
630283,2174358,1512294000
810422,1115755,1511856094
857195,255051,1511677437
601354,4252673,1511713202
47928,2850921,1512291720
290837,2661210,1512093861
866505,2633596,1511936679
18858,4745131,1512066789
657155,4756996,1512012955
821361,1846965,1511771506
113774,2147286,1511792827
547349,227611,1512314875
66609,4484065,1511923618
42116,2442418,1511697404
259492,4747431,1511942702
27250,4047366,1511918277
834171,636284,1512300676
119066,2735148,1511601010
15532,4885218,1512300712
983637,827611,1511874466
77102,2008551,1511757388
646020,3554734,1512019067
634569,507225,1511894927
954380,1314225,1512310851
221945,82314,1512179179
410581,1826436,1511707899
447809,2987044,1512313381
10434,4439969,1512107955
981549,715514,1511663004
455044,1659583,1511999926
435253,1359976,1512147912
879774,1814336,1512224336
550204,4919540,1512011756
567036,4387828,1512027420
670402,3693428,1512002943
158890,1113176,1511741538
332642,4287663,1511940653
824383,3253367,1511798135
205962,804199,1511690139
186638,1320123,1511749453
2262,2572454,1511883509
793657,1387286,1511853688
965893,1153351,1511663986
959193,1174128,1511925006
405980,951352,1511785451
424552,2135607,1512017785
994034,354818,1512101727
763576,3180287,1511919079
898573,836677,1512185536
206730,355077,1511960547
484438,1750706,1512118217
274572,3722458,1511965536
345751,3845074,1511569133
670154,1801467,1511790481
269299,1944898,1512127659
488083,3377603,1511620270
932037,3967339,1512208587
558651,4449234,1511762466
172968,999362,1512269506
181551,215011,1511920828
519407,2803942,1511827021
604022,1119173,1511699686
270591,4801070,1512279483
108338,4721663,1511872108
358388,4797517,1511572202
532889,2078388,1512218362
22236,1248647,1511913465
811343,179805,1511846305
146771,2447782,1512311270
806653,404036,1512197224
282075,4576587,1511961032
653774,3108496,1511944118
314054,4997142,1512105602
853335,3358253,1511783642
978355,4220842,1511701413
277670,584940,1511774099
371866,1806381,1511928580
836983,4312231,1511924334
249976,4245367,1511708199
650485,2969440,1511755910
449935,3379646,1511789761
910605,3352833,1511931944
241044,2501980,1512231564
586116,3513681,1511831361
742339,157848,1511689344
133745,2384654,1511929871
603467,455419,1512269339
264086,4801462,1512206125
68019,1527570,1512048714
358077,3882569,1511584142
176781,2121713,1512172680
423094,1499002,1511597486
771331,4094483,1512135587
868030,4531065,1511873372
176605,2067772,1511940280
376182,3562212,1512265134
904899,4225911,1511691103
605628,1588165,1511965876
929760,1275048,1511769586
807277,1218293,1511964108
856828,4245608,1511972994
337693,1952220,1512204133
715463,2446318,1511748382
863431,4113897,1511618374
639770,158402,1512188126
580604,1344014,1512021411
661901,400245,1512026244
579207,2866890,1511851365
16997,1891804,1511859068
996547,186839,1511778193
308853,3956619,1512055057
950101,1809699,1511696580
972714,2457561,1511668138
829470,3779844,1512120977
267297,2579252,1511834443
584572,4521946,1511697368
616892,4848776,1512183757
546232,350877,1512045994
370684,4202889,1512192484
14192,394526,1511922051
606453,2943739,1512000406
714228,4843681,1511763750
871622,3332610,1512202891
505689,3056809,1511826322
265228,2087710,1511832363
732639,4340659,1511596218
910778,3598929,1512182115
696885,1925051,1511940413
449764,4617571,1511710640
180491,4113589,1512275999
667729,252383,1511944223
167713,3639684,1511588118
916831,2964730,1512106709
722916,4299860,1512101625
557476,938307,1511680557
842441,3066728,1512067172
645415,4793324,1512193566
400500,1733189,1511652455
327861,4252051,1511701312
644568,399766,1511830312
739472,4409284,1512256666
599668,342776,1512289437
44735,4183868,1512117946
77839,2793690,1511839485
13498,1900069,1511604887
744650,4302407,1511763028
871249,4722984,1512127335
356627,970393,1511828465
700754,257772,1511924716
913430,1630345,1511767508
15056,396715,1512303173
749289,538391,1512182637
732987,3397177,1512281573
861075,4676251,1512221462
696819,3594953,1511850780
745988,4502152,1512256302
605471,1330351,1511698205
154013,2318646,1511571400
43592,1030698,1511791412
903157,3239555,1511756786
971355,571126,1511609067
968812,3847515,1512293706
118986,625129,1512307885
249181,3414123,1512009316
85660,4383507,1512285267
620166,3529370,1512186446
168107,4248207,1511932953
962529,3265109,1511836548
553038,1189634,1512046122
65685,1721722,1511770671
521576,2401590,1512287933
685262,4592847,1512198360
275468,3657900,1512293557
670250,2007951,1512311926
114672,2955252,1511957860
902679,2303251,1511788638
317338,1402604,1512132773
8653,476539,1511685468
409424,2184800,1512084849
39632,3541190,1511794407
775774,551567,1512185420
541646,3834203,1511603908
126140,2679896,1511764503
852596,425411,1511758457
584036,1025333,1511780185
378198,3930481,1511625406
531409,3684860,1511673911
703441,2288075,1511589347
135407,5105159,1512226087
66835,3857441,1512312310
546209,1048443,1511791561
771832,1691718,1511697341
19358,3060037,1512200845
85285,4835183,1511602197
58955,817678,1512197541
331057,3339701,1511779599
881598,701372,1511580460
246670,2759077,1511961773
527643,4442137,1511669990
177938,3109674,1511789738
695447,4828918,1512180620
727751,3670777,1511945447
451942,1101501,1512126455
159366,2497752,1511827248
32835,4689777,1512047615
599968,3919771,1511548454
910370,1192191,1512285503
64600,4783812,1511876382
831460,4093273,1512054743
42414,558921,1512044808
51201,4968384,1511675456
335454,723263,1511697869
58792,2273456,1511964051
614813,64463,1511698768
810686,2327447,1511701831
368432,3395871,1511682495
988940,2974129,1512267029
833503,3391955,1511793766
865847,439412,1512059094
644507,1005904,1512193055
208384,3147410,1512270187
959051,5007920,1511699969
235266,4522594,1511968583
129019,752125,1511769303
344878,2199086,1511703693
496250,1369412,1511777909
690295,2509775,1511747529
230916,2563260,1511839261
335578,3694203,1512051204
812695,1463800,1511961484
914722,1764442,1512136381
174189,3771598,1512051933
379236,3642088,1511785295
345447,2793036,1511767266
332496,1067883,1512181635
780180,2548667,1511627288
918176,2004380,1511682823
331538,3005439,1512215109
650788,1651745,1511944368
340766,4074282,1511829748
670187,2245418,1511958569
272436,4598307,1512305507
401856,1353711,1512043313
753991,3898413,1512135316
722586,2855179,1512135813
77820,4736901,1511706551
19050,4542413,1511833109
792366,734967,1511593295
863839,3635899,1512310009
266444,4528472,1511615237
354730,5134272,1511797807
363808,3529774,1512106056
338762,1070382,1511845710
442163,2163004,1512208923
25984,4054932,1511696054
895886,2662600,1511670467
982265,2339979,1511786360
216664,1942076,1512116361
341009,3468442,1512297695
610906,4765551,1512105250
621297,3620859,1511714341
99568,3370219,1512034719
643738,3435850,1512217634
730579,2902506,1511796515
613668,930958,1511966157
573045,4338890,1511844744
81313,1189071,1511664575
993754,1022096,1512275029
181003,4041131,1512192009
356728,4034104,1512010422
791661,2362862,1512137762
276906,2710436,1511795882
919180,3800387,1512224161
195929,5079090,1512131389
976563,4974002,1512133302
877725,1852050,1511686440
261022,3959032,1511598843
68970,4262552,1512053990
813916,4286177,1512002795
501988,2762226,1511956592
93132,3096324,1512177429
461063,5137460,1511765016
949867,4074161,1512208408
319049,2323111,1511615037
449256,3824831,1512022101
471697,2026398,1511932747
642748,741651,1511848583
102409,3189426,1512297854
56807,748504,1511578430
79557,1990751,1512023023
233714,4563928,1512283517
152246,3167355,1511856953
55262,2147015,1512296964
428903,4004036,1512311408
492838,3611043,1512207451
762263,1946869,1512230943
868412,4358480,1511706050
865472,1628948,1512022108
778896,1849756,1512110278
34371,1095239,1511696215
352769,2807403,1511984777
1014572,3775142,1512049882
480808,3710703,1511869797
495977,1078710,1511925563
734122,2103423,1511843305
932416,1554121,1511579121
839568,2511082,1511720376
272961,1738367,1511598802
334599,1971702,1512018764
108354,4303577,1511685727
422064,1719310,1512099061
33585,3150016,1511878694
48848,1543839,1512115878
827340,3751609,1512211466
236044,75503,1511610574
231247,5056910,1512294582
352552,5163002,1511939889
436267,4538057,1511665328
1006351,3364260,1511573521
750888,422401,1512199082
689285,2379147,1512130973
236327,1370356,1511763611
178391,52294,1511916624
57843,421259,1511711116
514813,4696137,1512204025
670732,3051225,1512133875
600906,2472592,1512100613
135511,1526514,1512117936
357889,4623974,1511689140
934750,4109758,1512108779
772265,981387,1512136514
671650,3635095,1511959152
423487,1834374,1512006892
119198,4315529,1511597198
890246,558986,1512311972
5771,4705935,1511840276
870463,2096206,1511674910
683174,4741296,1512125472
586422,1714137,1512119928
320146,1377716,1511832324
345239,4151567,1511571531
72697,1308090,1511773759
683137,3015666,1512314559
170818,1471125,1511619763
74219,3669325,1511763016
864212,3924124,1511862893
357738,4594547,1511699550
802794,3085761,1512025869
319639,4745096,1512256813
600231,3788821,1512175350
257347,3386709,1511704254
804069,4128198,1511706975
825545,4110625,1512068598
65387,16144,1511699556
135130,3616756,1512184151
540088,1690150,1511696527
724510,3770276,1512196082
516061,2418771,1511660103
155224,2632119,1512298599
115434,638312,1512192521
538875,871897,1511615094
893225,4455334,1511687570
906104,65043,1511919793
476631,2886939,1511877300
991622,314323,1512102875
831632,4307760,1511583157
464046,2233639,1512189587
853016,1035790,1512216608
871420,4490602,1512287418
187742,2880435,1511797147
77453,2622749,1511625202
226732,4551370,1512182345
516474,1143624,1511597585
14284,1747157,1512055485
685557,965673,1511954139
522735,3438217,1512048864
281809,2388737,1512225496
83644,3952751,1512132380
552105,708719,1511574602
21697,1698781,1512229907
150273,2795555,1511832131
91690,4562481,1512115406
651641,1640540,1511705189
997150,3302306,1511863459
38493,3299755,1512016824
206501,4075925,1511682949
117994,2278388,1512127221
753161,1340255,1512255555
475442,2853026,1511908227
583485,1390502,1512193507
17482,1354595,1511761379
879771,1334800,1511782395
813159,2480372,1511996245
732782,4958966,1512299985
285616,2609031,1511924956
912315,2355316,1511615818
408780,2267309,1511794620
688817,1192928,1512296997
440566,3229283,1511703762
299886,3512401,1512112821
944782,2148998,1512108521
740419,2440960,1512231261
467735,2774852,1511681652
950174,4175451,1512009285
448612,3697627,1512035606
502884,4865312,1511629930
913182,3635899,1512007251
621219,2291765,1511872780
267866,820172,1511925076
619050,2948723,1512231259
789023,1668592,1512229642
328124,3978098,1512175242
855474,4035137,1512102363
281720,1111378,1512121504
891322,367722,1511617198
1007255,4015298,1511802677
541642,415378,1511780358
1010927,3253164,1511891697
166641,2068289,1512152441
310958,2075120,1512029565
636912,2763330,1511926020
540295,4871785,1511857869
115315,4974654,1511544274
910695,2892616,1511681676
1005568,438495,1511630560
939973,1140618,1512263008
337319,3307764,1511667032
551294,2949871,1511878168
633400,2523100,1512303235
227246,3812628,1511542940
521741,1603922,1511748159
217567,2704822,1512107660
930129,3398212,1512293891
33273,2765811,1511585219
155122,4822809,1511823812
872787,4538125,1512016000
529673,1771579,1512276669
320607,1821968,1511937681
182583,405868,1512184970
998015,394892,1512299741
865297,448343,1512262112
312390,3261640,1512099757
794483,2593376,1511578741
435570,4848844,1512117672
743838,4949106,1511839278
804725,684007,1511967639
5840,3014783,1511940553
160951,1356985,1512051014
840418,4264798,1512002070
567883,118568,1511772553
472084,1202792,1512186940
804748,764162,1511670325
517344,1660550,1512054521
650233,1227277,1511888415
952797,4741618,1512269008
483257,3272785,1512274264
863566,4314537,1511701487
147816,3735346,1511589620
94405,569335,1512051027
736935,916119,1512279828
644805,4299571,1511695275
392540,1115810,1512184159
23193,2580440,1512290752
552427,4148092,1511888319
860864,4730169,1512036905
626344,2205543,1512297574
881157,2166489,1511753756
23524,828826,1512133697
539749,225355,1512052647
313330,1667676,1511848561
988489,1264087,1511664966
584844,1917106,1511783029
960240,2119119,1511920332
949233,5013016,1511845869
733368,1298259,1512092470
588957,2046372,1511881954
987252,17779,1512306414
299436,558066,1511835233
308167,2196955,1512027971
35904,829833,1511587419
515509,2325438,1512046812
127098,4058435,1512231447
401678,3255064,1511789992
612258,3318169,1512255302
600037,558750,1511920963
643971,3884415,1512219924
170208,4585096,1511586085
1014814,3739420,1512302409
862887,1247690,1512189701
568539,3983595,1512024919
261953,3290506,1511957315
839776,2413238,1511702474
980987,345067,1512306501
811199,800340,1511615666
418444,104735,1512205973
271584,4452623,1512030957
134699,434652,1511876741
807988,4602137,1512270046
347977,4834356,1512160311
653037,4044287,1512223358
79502,3829488,1512212931
662181,5137205,1511789060
584076,1282510,1511871718
953831,3347508,1512036501
522500,1902726,1511803890
735544,5053749,1512127896
323557,454840,1512044764
581091,2898319,1511677142
645625,771893,1511782818
549794,3810595,1512096746
606645,2809168,1512279777
263296,383259,1511773351
520840,1269579,1511712036
159582,1833492,1511752596
825098,683045,1511789755
227415,2910686,1511585239
973574,4637707,1511565180
36786,2129965,1511692219
644558,72200,1511621297
662672,2393622,1512284361
743500,4006419,1511963536
397641,2338114,1511828649
823164,215380,1511966835
849499,2201048,1512215371
132882,2922925,1511769769
927493,2284480,1512140131
971258,837814,1512274391
466792,867523,1511993223
121389,4190680,1511965453
231562,842556,1511969118
712379,3249145,1512313450
793919,4500688,1512211624
29505,3380941,1512310533
559564,273230,1511603584
799937,1126959,1511670404
154775,3237826,1511880274
557574,4862918,1512300025
830377,4719370,1511834591
424321,1151521,1512045019
749811,1619099,1511773448
432015,1863969,1511827739
865643,3102617,1512046954
13626,523084,1511930140
528048,4747073,1511593301
691994,3808118,1512222484
318755,1536161,1511768892
876449,3121804,1511951467
455970,1342167,1512181437
611051,1726582,1512001119
25337,401240,1512047182
1015518,1862774,1512009543
813333,2862052,1512012049
493230,1141635,1512274044
874727,4641810,1512305072
863697,879266,1512049978
683779,1998054,1512303520
781303,2388282,1512300467
373494,3823643,1512137237
270163,4458903,1511873094
93363,2840825,1511876079
256019,2406193,1511682395
434610,4085520,1512274653
119020,4707369,1511616530
954623,2323326,1512267768
859516,4773034,1511703674
639458,664085,1511862542
381286,1253301,1512309178
516263,4854389,1512266643
495903,79093,1511685427
279120,1418450,1511608669
235663,2298880,1512052240
900090,2406588,1512286435
542419,4802213,1511953966
847123,2920174,1511801231
214631,3069452,1511698796
259946,3828859,1512287813
26370,386212,1511968645
137302,3331032,1512171613
526500,4666375,1512014857
600323,1527339,1511706773
356156,1954220,1512210959
197613,977915,1512205297
147538,4860826,1511868655
436603,1731121,1511592047
561623,447373,1511618261
383696,2284978,1512013994
757105,511466,1512111931
229414,1634587,1512202637
5291,3082833,1511850189
669746,1710262,1511955901
647188,3996382,1512049510
754538,2543947,1512136090
808978,3752301,1511910607
452942,4243754,1512057640
740790,2687559,1512055040
913997,1916263,1511581908
1012153,3992768,1511968556
236061,3657946,1511953130
498312,2553230,1512023411
84843,2520154,1512223144
869679,447831,1511677066
517642,1253488,1511929386
536023,84056,1511957023
846824,1220546,1512215750
861846,1694878,1511951054
391715,3791360,1511773133
723757,3113436,1512125904
78157,2648826,1511778913
437920,1131623,1511657924
448174,1101548,1512047640
458461,1972870,1511795066
506387,2847443,1512279089
117748,2659781,1512010521
158938,4334392,1511623695
753991,4763193,1511748901
199418,3376322,1512293694
653787,1241819,1511598848
663622,2969889,1511697053
182657,4501303,1511945877
566547,1059523,1511596065
361145,3400840,1512037993
625144,1553331,1512109588
987517,633176,1511691991
26124,2349620,1511871270
341709,1325255,1511751003
230256,40487,1512110537
643555,775348,1512060652
966728,2853367,1512115499
250146,3368848,1511804489
532917,2370732,1511866204
872650,1466218,1511753601
675686,1880316,1511848949
630431,3659908,1511583136
712716,3563331,1512203582
553931,814630,1511594830
331507,289558,1511769211
68227,138964,1511674824
912855,2761113,1511770446
989965,1471360,1512274474
545439,1397214,1512177467
904688,788066,1511871843
946364,4042360,1511959106
570298,1173209,1512307504
123034,1907124,1511877933
621525,3646553,1511961602
188331,3211132,1511556942
396713,1460333,1512238067
915745,4516694,1511754290
981107,2292236,1512295150
277483,788044,1512113548
493451,2430435,1512285500
3852,1049102,1511599344
404913,3720358,1512093999
821123,2114928,1511877273
925649,4343969,1512179733
736652,3856204,1511595861
25599,5126249,1511957388
626339,3543357,1511794640
334243,1168686,1512289836
237917,2157244,1512180364
71929,2229888,1511962996
486458,2995795,1511623101
522989,3183722,1512230595
215532,1164637,1512099595
112449,4296239,1511963074
686267,442503,1511668291
104083,2802283,1512184359
843183,1164637,1511677586
272903,1474437,1511560383
322586,2168962,1512271636
997526,3189426,1512312410
972878,2495557,1511716150
486493,686483,1511676612
995886,1250064,1512040599
643373,1312153,1511591022
619820,2942013,1511839674
986053,110201,1511610762
271407,2268491,1511942363
740297,3029379,1512207866
29796,1473203,1511737617
219644,1898903,1511849198
140392,4872295,1512191625
452569,645302,1511705393
885825,2894809,1511669149
43362,1994612,1511707757
447316,397789,1511681033
615017,845202,1512125567
4615,2849318,1511739658
32442,3622700,1511964143
747056,3223059,1512308520
107790,645460,1511605637
682738,3948847,1512009569
661665,2396122,1511580856
908955,1776207,1511585261
930724,3251551,1511765757
472132,4167686,1511628054
134367,5006852,1511854653
426132,1622679,1512210342
328334,1571303,1512234258
838163,1946702,1512114645
129499,3888341,1511596255
820839,3740796,1511615788
346126,884080,1511657862
252667,3213751,1511793145
890915,1908550,1511944830
569144,2026635,1511917041
340864,3325899,1511599182
281551,4721680,1511931261
820820,3867235,1512033419
891301,1280682,1511888168
660579,2659839,1512030587
456130,5048096,1512200708
410602,2574766,1511598353
895059,935601,1512290639
571220,1515739,1511756386
166671,4466213,1511792384
743958,2956762,1512133938
550606,4705577,1512309841
77025,4932361,1512195830
83971,3114416,1511836770
394568,2232308,1512105563
476922,2815149,1511602029
719618,698882,1512030457
66099,1911169,1512047489
492109,3116852,1511771333
326613,999099,1512173996
606477,2381656,1512122747
296311,3843069,1511691462
248136,1311846,1511940114
391786,162964,1511705528
508104,855433,1511756476
688718,126659,1512283198
873502,1456730,1512223256
583573,383335,1511940434
730658,4367268,1512309647
224054,1075975,1511679994
865174,646064,1512183315
709120,2929751,1512114962
776420,5067020,1511881123
550945,788877,1512201990
617486,1743578,1511738965
945577,1253265,1511749159
481493,4040391,1512122060
952665,3086952,1512262065
82287,59253,1511612653
638872,3830218,1511610452
278910,2236361,1511569998
12349,3460131,1512296967
1007861,177733,1511848070
586816,1297613,1511929511
736533,4264173,1512019218
294781,2621260,1512303406
857964,1523499,1511553960
195099,3137896,1511863866
703440,3437405,1511925727
326803,1132181,1512040960
909606,4099753,1512091391
107932,716903,1511662591
499059,2623779,1512311869
287282,2689153,1511851446
331341,4607813,1512176492
653336,1337402,1511931767
77521,2602113,1512117692
328995,4712473,1512013912
409277,2659235,1512180724
314732,3290967,1512187623
52011,1860388,1512249360
673500,3480672,1511702637
223146,2005715,1512198341
270875,4757651,1511835101
678819,3118830,1512312324
855356,535803,1512127700
157546,947126,1511834534
191366,610505,1511640336
722064,4624139,1512287107
351971,2579337,1511583095
952743,4772812,1511677087
345755,5062897,1512222180
811680,2246918,1511608639
2095,229334,1511600436
96181,1262046,1512026322
343297,2487745,1512292773
206584,4054534,1511747375
819061,2773779,1511942866
67205,2802749,1512269729
133743,3067083,1511791989
159764,3954796,1511965768
318597,4608534,1511855907
995698,4499425,1511837832
231275,4335980,1511691761
14456,2047990,1512203498
744702,3878253,1511868762
110639,1563212,1512093470
833465,823032,1512086572
189900,176620,1512009969
980133,316983,1511881680
712278,4862567,1511624614
336688,815640,1511848585
627071,4658576,1512226996
941025,1698090,1511619902
316984,1622731,1512217096
886026,5103472,1511676358
644943,4746949,1511687540
738409,409868,1511571148
65611,3135672,1511662862
608454,3839271,1512276680
202698,1491950,1511583469
523117,596787,1511867338
617619,3353231,1511611506
989044,1016676,1511739185
869270,2356033,1511947058
289293,4987714,1512040013
239252,2344677,1511875087
28316,3760612,1511666773
115772,3574870,1512198720
917749,1948152,1511917384
504402,2691607,1512231359
951157,1070654,1512285776
649984,2343287,1511764002
559874,3526242,1511650874
116387,3789757,1511688713
383651,4161852,1511781746
764480,2391468,1511839087
235227,3055126,1512223466
781366,223744,1511799168
583139,1444260,1511877016
84950,2968599,1512306795
90221,362446,1512294718
965151,4015742,1511923019
912385,2167313,1512284996
751728,498594,1511966746
179299,1437302,1511786490
952611,2782291,1512118652
449460,2714385,1511884819
372759,3926977,1511666188
538787,1424835,1512098321
485600,3303359,1511955299
528048,975839,1511593301
518800,845589,1512314649
916931,365050,1512306313
751552,1682235,1511867135
734020,963104,1511700115
139850,5150575,1512295932
782374,2979334,1512259111
949975,1358807,1512046121
107945,257772,1511712011
98431,3357175,1511757737
320644,5081128,1511704336
794736,3692469,1512274051
435240,2886103,1512300448
